Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ dịch vụ	AN apartment - 2BR - OUTSTANDING View Balcony - FULLY EQUIPPED - Branch 3 of AN'S House - Homestay Spa Westlake Hanoi (42N)	6 khách · 2 Phòng ngủ · 2 phòng tắm	969,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - 2BR - OUTSTANDING View Balcony - FULLY EQUIPPED - Branch 3 of AN'S House - Homestay Spa Westlake Hanoi (32N)	6 khách · 2 Phòng ngủ · 2 phòng tắm	969,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ Studio	Viet Home - 1 minute to Hoan Kiem lake, Old Quarter	2 khách · 1 Phòng ngủ · 1 phòng tắm	860,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - 1BR with GREEN balcony, BIG windows and LAKE VIEW terrace - Branch 4 of AN'S House - Homestay Spa Hanoi (202)	3 khách · 1 Phòng ngủ · 1 phòng tắm	879,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - COMFORTABLE Studio Room - Branch 3 of AN'S House - Homestay Spa Westlake Hanoi (6St)	3 khách · 1 Phòng ngủ · 1 phòng tắm	479,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Green Bay	Căn Hộ View hồ- sang trọng tại Vinhomes Greenbay, 1BR, Khu đô thị đáng sống nhất tại Hà Nội	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - 1BR with OUTSTANDING View and LAKE VIEW terrace - Branch 4 of AN'S House - Homestay Spa Hanoi (401)	3 khách · 1 Phòng ngủ · 2 phòng tắm	869,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - 1BR with SUPER WESTLAKE View - Branch 4 of AN'S House - Homestay Spa Hanoi (501)	3 khách · 1 Phòng ngủ · 2 phòng tắm	869,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ dịch vụ	AN apartment - 1BR with OUTSTANDING balcony, BIG windows and LAKE VIEW terrace - Branch 4 of AN'S House - Homestay Spa Hanoi (302)	3 khách · 1 Phòng ngủ · 1 phòng tắm	879,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Biệt Thự	The Kefi House	25 khách · 4 Phòng ngủ · 3 phòng tắm	4,500,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ dịch vụ	⭐️♕ 01 LUXURY♕ BEDROOMS NEAR KIM MA/LOTTE/DAEWOO	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	HNC Premier Hotel & Residences 4* - Premium Balcony	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,750,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Jaan's Luxury 1BR Apartment @Gardenia	2 khách · 1 Phòng ngủ · 1 phòng tắm	905,631₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ Studio	BUDGET & COSY | LAKESIDE | CENTRAL HANOI STUDIO	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	MODERN & COZY STUDIO | LAKESIDE | REAL HEART HANOI	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Kaengnam Apartment 3	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,150,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Biệt Thự	Villa Pháp giữa rừng thông 3 phòng ngủ	15 khách · 3 Phòng ngủ · 3 phòng tắm	2,900,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	
Nhà riêng	THE TROPICAL PRIVATE ROOM Hanoi Old Quarter - The Dreamers' House	3 khách · 1 Phòng ngủ · 1 phòng tắm	786,889₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Khác	Nhà sàn có điều hòa nằm giữa rừng thông vi vu	25 khách · 3 Phòng ngủ · 3 phòng tắm	3,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Metropolis	Vinhomes Metropolis 3Br ^^Luxury^^Cityview #M1-12FL	6 khách · 3 Phòng ngủ · 3 phòng tắm	2,500,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	The Kefi House	25 khách · 6 Phòng ngủ · 4 phòng tắm	5,000,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Biệt Thự	Island House	20 khách · 2 Phòng ngủ · 3 phòng tắm	8,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	
Nhà riêng	Privacy room - Túc Xá homestay	3 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Nhà riêng	COMFORT DOUBLE ROOM at Hanoi Old Quarter - The Dreamers' House F4	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	COZY CLASSIC ROOM Hanoi OLD Quarter - The Dreamers' House F3	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	Balcony room - Túc Xá Homestay	3 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ dịch vụ	★NINE HOUSING★Trúc Bạch/Trấn Vũ-202-STUDIO★	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Lana'Homes 1 phòng ngủ Vinhomes Green Bay nearly Keangnam and JW MARRIOTT	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Nhà riêng	GREEN VIEW Hanoi Old Quarter - The Dreamers' House	3 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Ba Mau Lake - 1 BR	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ dịch vụ	★NINE HOUSING★Trúc Bạch/Trấn Vũ-502-STUDIO★	3 khách · 1 Phòng ngủ · 1 phòng tắm	625,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	★NINE HOUSING★Trúc Bạch/Trấn Vũ-602-STUDIO★	3 khách · 1 Phòng ngủ · 1 phòng tắm	625,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	★NINE HOUSING★Ba Dinh/Kim Ma/Lotte-301-STUDIO★	3 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ dịch vụ	★NINE HOUSING★Trúc Bạch/Trấn Vũ-302-STUDIO★	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	OPEN BALCONY Hanoi Old Quarter - The Dreamers' House	3 khách · 1 Phòng ngủ · 1 phòng tắm	749,689₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	COSIANA PRIVATE ROOM at Hanoi OLD QUARTER - The Dreamers' House F2	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,600₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Nhà riêng	★Piano Room_ MinteaHomestay★ Căn hộ riêng biệt/ Yên tĩnh/ Trung tâm thành phố/ Có chỗ đỗ xe máy★	2 khách · 1 Phòng ngủ · 1 phòng tắm	441,000₫/đêm 490,000₫	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Ngôi sao may mắn (Căn TEST)	9 khách · 2 Phòng ngủ · 2 phòng tắm	11,088,000₫/đêm 13,860,000₫	Cầu Giấy, Hà Nội, Vietnam	25	
Khác	Zenmaison Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	430,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Biệt Thự	Rose Garden	15 khách · 2 Phòng ngủ · 2 phòng tắm	1,765,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	7	
Căn hộ Studio	Hana House Studio R05	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Long Biên, Hà Nội, Vietnam	1	
Nhà riêng	Tropical Nordic house in Hanoi Old quarter 3 bedrooms - free laundry	9 khách · 3 Phòng ngủ · 3 phòng tắm	1,500,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Căn hộ chung cư · Imperia Garden	Deluxe 2BR Apartment @Lily Hometel Imperia Garden	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,320,000₫/đêm 1,650,000₫	Thanh Xuân, Hà Nội, Vietnam	2	
Biệt Thự	Shoji Home	15 khách · 3 Phòng ngủ · 4 phòng tắm	4,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	12	
Căn hộ chung cư	Zen Mediation Tree House	3 khách · 1 Phòng ngủ · 1 phòng tắm	2,300,000₫/đêm	Long Biên, Hà Nội, Vietnam	10	
Căn hộ chung cư	Nhật Chiêu Apartment	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,906,592₫/đêm	Tây Hồ, Hà Nội, Vietnam	1	
Căn hộ chung cư · The Golden Palm	Amazing City view modern new apartment Red	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,350,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	1	
Nhà riêng	Ellogia Rusta - Double or Twin Room with inside Balcony in the old quarter	2 khách · 1 Phòng ngủ · 1 phòng tắm	532,000₫/đêm 665,000₫	Hoàn Kiếm, Hà Nội, Vietnam	10	
Biệt Thự	Hương ly 1 PHÚC THỌ	16 khách · 6 Phòng ngủ · 6 phòng tắm	1,800,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Nhà riêng	NEW! Super Nice APT, Many Windows in City Center 41	4 khách · 1 Phòng ngủ · 1 phòng tắm	475,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Biệt Thự	Rainbow villa	30 khách · 4 Phòng ngủ · 4 phòng tắm	4,000,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	5	
Khác	ARL Kim Mã • Phòng Standard Giường King • BỒN TẮM • 04	2 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Biệt Thự	Biệt thự Vườn Hoa Hồng David Austin Hà Nội	16 khách · 4 Phòng ngủ · 3 phòng tắm	4,500,000₫/đêm	Quốc Oai, Hà Nội, Vietnam	2	
Căn hộ chung cư	The 90’s Hang Thung: Clean/Spacious	5 khách · 2 Phòng ngủ · 1 phòng tắm	1,210,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Khác	An Vui Bungalow 2	3 khách · 1 Phòng ngủ · 1 phòng tắm	618,000₫/đêm	Ba Vì, Hà Nội, Vietnam	2	
Căn hộ Studio	LOVELY APT 51 Balcony,Park,Lake	4 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	1	
Căn hộ chung cư · Vinhomes Green Bay	Sol#4 - Studio Vinhomes Greenbay luxury pool, gym	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	3	
Căn hộ Studio	6Senses Serviced Apartment R.305	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	3	
Biệt Thự	Luxury Villas (L1)	25 khách · 4 Phòng ngủ · 4 phòng tắm	5,000,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Biệt Thự	An Vui Villa 14	18 khách · 3 Phòng ngủ · 3 phòng tắm	3,605,000₫/đêm	Ba Vì, Hà Nội, Vietnam	7	
Căn hộ chung cư	AnnamNS2❤️3mins Beer Street★Duplex/Spacious/Quiet	5 khách · 1 Phòng ngủ · 1 phòng tắm	428,983₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	2	
Căn hộ chung cư · Vinhomes Metropolis	Hanoi_Luxury #1_2 BR/ 9th Floor Vinhomes Metropolis	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Ba Đình, Hà Nội, Vietnam	1	
Căn hộ chung cư	Rustic House 5	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Đống Đa, Hà Nội, Vietnam	1	
Khác	Nhà Bên Rừng - U lesa: Thùng sắt 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,411,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	2	
Biệt Thự	Pond Villa - Nhà Ao	18 khách · 2 Phòng ngủ · 2 phòng tắm	2,800,000₫/đêm 3,500,000₫	Sóc Sơn, Hà Nội, Vietnam	6	
Căn hộ Studio	The Moonlight - Nhà Gấu	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	21	
Căn hộ Studio	Meo Homestay Phố cổ - Mun's room	2 khách · 1 Phòng ngủ · 1 phòng tắm	506,439₫/đêm 595,810₫	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ Studio	Esperanto Cozy studio #DT3	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Biệt Thự	Biệt thự Lucky Duck Camping	40 khách · 7 Phòng ngủ · 5 phòng tắm	6,000,000₫/đêm	Quốc Oai, Hà Nội, Vietnam	1	
Căn hộ chung cư	TIWALA HOMESTAY - Scandinavia Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	508,200₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Khác	An Vui Bungalow 1	3 khách · 1 Phòng ngủ · 1 phòng tắm	618,000₫/đêm	Ba Vì, Hà Nội, Vietnam	2	
Căn hộ chung cư · Vinhomes SkyLake	Vinhomes Skylake - 1BR 33F With Stunning View	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	1	
Biệt Thự	Nhà view hồ - Trà Hoa Viên	4 khách · 2 Phòng ngủ · 1 phòng tắm	1,600,000₫/đêm	Sóc Sơn, Hà Nội, Vietnam	3	
Nhà riêng	Embossi Garden - Big House 5 6	20 khách · 2 Phòng ngủ · 2 phòng tắm	4,000,000₫/đêm	Ba Vì, Hà Nội, Vietnam	11	
Căn hộ Studio	★ Studio in Old Quarter 32,near Hoan Kiem Lake ★	2 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Khác	Embossi Garden - Lodge 1	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Khác	Embossi Garden - Lodge 3	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Căn hộ chung cư	Deluxe 35m2 Studio - 1 min to Hoan Kiem Lake	3 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Biệt Thự	Veque Villa 02 - Center of Hanoi	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	10	
Khác	Embossi Garden - Lodge 4	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Ba Vì, Hà Nội, Vietnam	2	
Căn hộ Studio	☆ SKY VIEW Apt in French Quarter ☆	3 khách · 1 Phòng ngủ · 1 phòng tắm	475,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư FLC Star Tower	Full House 03 PN free vé vào bể bơi 5 sao PARKCITY	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,120,000₫/đêm	Hà Đông, Hà Nội, Vietnam	1	
Biệt Thự	Hương ly 1 TÂN ƯỚC	6 khách · 2 Phòng ngủ · 2 phòng tắm	600,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Căn hộ chung cư · Chung cư The Artemis	CHUNG CƯ ARTEMIS -SỐ 3 LÊ TRỌNG TẤN	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Metropolis	Full furnished servieced apartment at vinhomes metropolis building	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,990,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	The Factory - Ba Vì	30 khách · 10 Phòng ngủ · 10 phòng tắm	7,500,000₫/đêm	Ba Vì, Hà Nội, Vietnam	1	
Căn hộ dịch vụ · Vinhomes Metropolis	♕ Căn Hộ 1 Phòng Ngủ Cao Cấp♕Vinhomes Metropolis♕ gần Daewoo	5 khách · 1 Phòng ngủ · 1 phòng tắm	1,450,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	An Vui Villa 20	26 khách · 5 Phòng ngủ · 6 phòng tắm	4,635,000₫/đêm	Ba Vì, Hà Nội, Vietnam	5	
Biệt Thự	H&M Hillhouse	10 khách · 3 Phòng ngủ · 3 phòng tắm	1,600,000₫/đêm 2,000,000₫	Quốc Oai, Hà Nội, Vietnam	
Nhà riêng	Swanlake - View Ho Tay	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,200,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Metropolis	VinhomesMetropolis 1BR - M1	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,600,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Lucky House - Family	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,505,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ chung cư	Happy Together Room	6 khách · 2 Phòng ngủ · 1 phòng tắm	2,300,000₫/đêm	Long Biên, Hà Nội, Vietnam	
Căn hộ Studio	PSI PSI HOUSE - SUNRISE ROOM	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,650,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ · Chung cư Times City Park Hill	♥️[BAYHOMES] TIMECITY CENTER/3BR/ 10 MINS TO HOANKIEM LAKE	6 khách · 3 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ dịch vụ · Chung cư Lancaster Núi Trúc	LANCASTER CITY LIVING - STUDIO APARTMENT	3 khách · 1 Phòng ngủ · 2 phòng tắm	1,950,500₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Mộc Gia Trang	20 khách · 6 Phòng ngủ · 4 phòng tắm	5,000,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Nguyễn Chí Thanh	Lily House - Vincom Nguyễn Chí Thanh	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Nhà riêng	Maison du coeur - Hang Bac	12 khách · 4 Phòng ngủ · 4 phòng tắm	3,500,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	8	
Biệt Thự	Melia Ba Vi Mountain Retreat - Villa with Pool 5BR	10 khách · 5 Phòng ngủ · 4 phòng tắm	21,580,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ Studio	Cozy APT 61 , Near Lake&Park w Balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	475,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Nhà riêng	Swanlake - View Ho Tay - Floor 5	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,200,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
Nhà riêng	Lạc Việt House - Tản Đà Spa Resort	2 khách · 1 Phòng ngủ · 1 phòng tắm	2,090,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Bungalow 1 phòng - Tản Đà Spa Resort	2 khách · 1 Phòng ngủ · 1 phòng tắm	2,540,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Biệt Thự	Villa - conecting room Executive Suite 02 - Tản Đà Spa Resort	3 khách · 2 Phòng ngủ · 2 phòng tắm	2,400,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Deluxe Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	3,970,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Junior Suite room	2 khách · 1 Phòng ngủ · 1 phòng tắm	4,500,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Family Junior Suite room (4 adults)	4 khách · 2 Phòng ngủ · 2 phòng tắm	6,850,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Khác	Melia Ba Vi Mountain Retreat - Suite room	2 khách · 1 Phòng ngủ · 1 phòng tắm	4,542,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Biệt Thự	Melia Ba Vi Mountain Retreat - Villa with Pool 3BR	6 khách · 3 Phòng ngủ · 2 phòng tắm	13,030,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ dịch vụ · Chung cư Lancaster Núi Trúc	LANCASTER HANOI- 4 BEDROOMS APARTMENT	10 khách · 4 Phòng ngủ · 4 phòng tắm	5,405,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	En’sHomestay 150 Quán Thánh	4 khách · 1 Phòng ngủ · 1 phòng tắm	485,100₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Trang Tien Alley @ 49B Private House	10 khách · 4 Phòng ngủ · 4 phòng tắm	1,890,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Biệt Thự	Hương ly 1 homestay	50 khách · 17 Phòng ngủ · 17 phòng tắm	5,000,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Căn hộ chung cư · Chung cư Vinata Tower	Vintage Homestay - Preciosa Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	693,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ dịch vụ	The Sun Homestay 1 - Hang Chao near Van Mieu	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Đống Đa, Hà Nội, Vietnam	
Căn hộ dịch vụ	QD APARTMENT	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Biệt Thự	Xanh Villas - Suit Pool Villa	8 khách · 4 Phòng ngủ · 5 phòng tắm	15,000,000₫/đêm	Thạch Thất, Hà Nội, Vietnam	
Căn hộ chung cư	4Star Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	333,654₫/đêm	Nam Từ Liêm, Hà Nội, Vietnam	
Biệt Thự · Biệt thự nghỉ dưỡng Rose Garden Resort	Biệt thự hoa hồng BT1	12 khách · 3 Phòng ngủ · 2 phòng tắm	1,750,000₫/đêm	Ba Vì, Hà Nội, Vietnam	
Nhà riêng	Lucky House - superior	2 khách · 1 Phòng ngủ · 1 phòng tắm	605,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	Balcony Building/Căn hộ 1 ngủ/Gần Lotte Centre	2 khách · 1 Phòng ngủ · 1 phòng tắm	834,134₫/đêm	Ba Đình, Hà Nội, Vietnam	
Nhà riêng	Cam Tu's House-Cozy room in Centre Hanoi | Spt	3 khách · 1 Phòng ngủ · 1 phòng tắm	668,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ Studio	Amazing Blossom Studio at Ha Noi centre	3 khách · 1 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư · Vinhomes Times City	MARCH HOUSE NO.1 * 2 BEDROOMS * PARK HILL PREMIUM	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,275,000₫/đêm	Hai Bà Trưng, Hà Nội, Vietnam	
Căn hộ chung cư · Chung cư Home City	Rapture's home	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,155,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ dịch vụ · Chung cư Vinhomes D' Capitale‎ Trần Duy Hưng	♥️[BAYHOMES] | D' CAPITALE | 1BR	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,150,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ chung cư · Sky Center	Bluehome apartment - superior one bedroom	2 khách · 1 Phòng ngủ · 1 phòng tắm	808,500₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ chung cư	Bluehome apartment - Standard one bedroom	2 khách · 1 Phòng ngủ · 1 phòng tắm	693,000₫/đêm	Cầu Giấy, Hà Nội, Vietnam	
Căn hộ Studio	Deluxe Twin King Beds in the Old Quarter	6 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Satori Homestay - Yellow Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ Studio	Satori Homestay- Blue Room	3 khách · 1 phòng tắm	700,000₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ · Imperia Garden	1 Bedrom Apartment✩City view✩Imperia Garden	3 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Thanh Xuân, Hà Nội, Vietnam	
Căn hộ Studio	NytHome Giang Vo - Vip 2	3 khách · 1 Phòng ngủ · 1 phòng tắm	700,000₫/đêm	Ba Đình, Hà Nội, Vietnam	
Căn hộ chung cư	Elegant Apt-CHARMING& COZy-2 mins to Sword Lake	4 khách · 1 Phòng ngủ · 1 phòng tắm	762,637₫/đêm	Hoàn Kiếm, Hà Nội, Vietnam	
Căn hộ dịch vụ	ONE BEDROOM FOR COUPLE NEAR WEST LAKE	2 khách · 1 Phòng ngủ · 1 phòng tắm	710,000₫/đêm	Tây Hồ, Hà Nội, Vietnam	
